,Unnamed: 0,date,start_time,vis_team,home_team,vis_points,home_points,ot,attendance,home_initial,vis_initial,home_players,home_bench,vis_players,vis_bench,referees,score_starter_home,score_bench_home,score_starter_vis,score_bench_vis,recovery_time,perform,def_perf_home,off_perf_home,def_perf_vis,off_perf_vis,total_score,class,frac_season,day_hour
485,485,2019-12-29,18:00:00,Oklahoma City Thunder,Toronto Raptors,98,97,0,19800,TOR,OKC,"Kyle Lowry,Fred VanVleet,Patrick McCaw,Serge Ibaka,OG Anunoby","Terence Davis,Chris Boucher,Oshae Brissett,Rondae Hollis-Jefferson,Malcolm Miller,Stanley Johnson,Shamorie Ponds","Shai Gilgeous-Alexander,Terrance Ferguson,Chris Paul,Darius Bazley,Steven Adams","Abdel Nader,Nerlens Noel,Luguentz Dort,Deonte Burton,Kevin Hervey,Mike Muscala","Tony Brown,Bill Kennedy,Brett Nansel",68.6638162063162,27.54055460986382,56.5684861253111,27.555330393109926,3.0,16.333333333333332,107.66666666666669,103.0,103.0,101.33333333333331,195,0,0.38636363636363635,18.0
486,486,2019-12-29,20:00:00,Sacramento Kings,Denver Nuggets,115,120,0,19520,DEN,SAC,"Jerami Grant,Jamal Murray,Will Barton,Nikola Jokić,Michael Porter","Malik Beasley,Mason Plumlee,Juan Hernangómez,Monte Morris,Torrey Craig,Gary Harris,Jarred Vanderbilt,Vlatko Čančar","Buddy Hield,De'Aaron Fox,Nemanja Bjelica,Richaun Holmes,Harrison Barnes","Bogdan Bogdanović,Cory Joseph,Trevor Ariza,Harry Giles,Yogi Ferrell,Justin James,Dewayne Dedmon,Wenyen Gabriel","Tyler Ford,Brian Forte,Leon Wood",65.64453369905956,50.43797815392156,79.63995726495726,50.42022381478997,2.0,11.333333333333332,112.33333333333331,113.0,119.33333333333331,111.66666666666669,235,1,0.38636363636363635,20.0
487,487,2019-12-29,20:00:00,Charlotte Hornets,Memphis Grizzlies,104,117,0,16842,MEM,CHO,"Ja Morant,Jaren Jackson,Dillon Brooks,Jonas Valančiūnas,Kyle Anderson","Grayson Allen,Brandon Clarke,De'Anthony Melton,Solomon Hill,Tyus Jones,Bruno Caboclo,John Konchar,Marko Guduric","Terry Rozier,Devonte' Graham,P.J. Washington,Miles Bridges,Bismack Biyombo","Malik Monk,Marvin Williams,Cody Zeller,Cody Martin,Michael Kidd-Gilchrist,Willy Hernangómez,Dwayne Bacon,Nicolas Batum","Kane Fitzgerald,Andy Nagy,J.T. Orr",53.885309332548246,50.395881155881156,68.80030759380142,50.35618125848938,3.0,25.33333333333333,121.33333333333331,117.0,112.0,98.33333333333331,221,1,0.38636363636363635,20.0
488,488,2019-12-29,20:00:00,Houston Rockets,New Orleans Pelicans,112,127,0,17712,NOP,HOU,"Lonzo Ball,Brandon Ingram,Jrue Holiday,Derrick Favors,J.J. Redick","Josh Hart,E'Twaun Moore,Kenrich Williams,Jahlil Okafor,Frank Jackson,Jaxson Hayes,Nickeil Alexander-Walker,Nicolò Melli","Isaiah Hartenstein,P.J. Tucker,Danuel House,Austin Rivers,Eric Gordon","Chris Clemons,Ben McLemore,Gary Clark,Tyson Chandler,James Harden,Thabo Sefolosha","Brandon Adair,Nick Buchert,Courtney Kirkland",80.35398027898026,55.20230773656357,44.980723608783855,55.79971627533568,2.0,28.666666666666664,106.0,116.0,115.66666666666669,109.66666666666669,239,1,0.38636363636363635,20.0
489,489,2019-12-29,21:30:00,Dallas Mavericks,Los Angeles Lakers,95,108,0,18997,LAL,DAL,"Anthony Davis,LeBron James,Avery Bradley,Danny Green,JaVale McGee","Kyle Kuzma,Kentavious Caldwell-Pope,Dwight Howard,Rajon Rondo,Alex Caruso,Troy Daniels,Jared Dudley,Quinn Cook","Dwight Powell,Dorian Finney-Smith,Luka Dončić,Kristaps Porziņģis,Tim Hardaway","Seth Curry,Justin Jackson,Delon Wright,Maxi Kleber,J.J. Barea,Ryan Broekhoff,Jalen Brunson,Boban Marjanović","Curtis Blair,Kevin Scott,Justin Van Duyne",76.0387136672851,52.55147359654854,66.64860430283224,60.77622573990222,2.0,21.0,111.33333333333331,106.0,113.0,114.33333333333331,203,0,0.38636363636363635,21.5
490,490,2019-12-30,19:00:00,Atlanta Hawks,Orlando Magic,101,93,0,17784,ORL,ATL,"Evan Fournier,Nikola Vučević,Jonathan Isaac,Markelle Fultz,Wesley Iwundu","D.J. Augustin,Terrence Ross,Mohamed Bamba,Amile Jefferson,Melvin Frazier,Josh Magette,Khem Birch","De'Andre Hunter,Kevin Huerter,John Collins,Cam Reddish,Bruno Fernando","Alex Len,Brandon Goodwin,Vince Carter,DeAndre' Bembry,Allen Crabbe,Damian Jones,Charlie Brown,Evan Turner","Brandon Adair,Eric Lewis,Aaron Smith",67.64671372191864,32.548809523809524,60.95181358217523,40.61816138976379,4.0,29.66666666666667,97.66666666666669,98.0,110.0,100.0,194,0,0.39204545454545453,19.0
491,491,2019-12-30,19:00:00,Miami Heat,Washington Wizards,105,123,0,20476,WAS,MIA,"Ian Mahinmi,Troy Brown,Isaiah Thomas,Johnathan Williams,Gary Payton","Jordan McRae,Ish Smith,Garrison Mathews,Anžejs Pasečņiks,Isaac Bonga,Admiral Schofield,Justin Robinson","Jimmy Butler,Bam Adebayo,Kendrick Nunn,Duncan Robinson,Meyers Leonard","Derrick Jones,Goran Dragić,Tyler Herro,Kelly Olynyk,Chris Silva,Udonis Haslem,James Johnson,Dion Waiters","Scott Foster,Simone Jelks,Tre Maddox",22.82918660287081,42.5126833730282,71.48527408757823,58.97176071705121,4.0,25.0,107.33333333333331,110.66666666666669,115.0,108.0,228,1,0.39204545454545453,19.0
492,492,2019-12-30,20:00:00,Milwaukee Bucks,Chicago Bulls,123,102,0,21954,CHI,MIL,"Zach LaVine,Wendell Carter,Lauri Markkanen,Tomáš Satoranský,Kris Dunn","Coby White,Thaddeus Young,Daniel Gafford,Denzel Valentine,Ryan Arcidiacono,Shaquille Harrison,Luke Kornet,Adam Mokoka","Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Donte DiVincenzo,Eric Bledsoe","Pat Connaughton,Kyle Korver,Robin Lopez,George Hill,Ersan İlyasova,D.J. Wilson,Thanasis Antetokounmpo,Sterling Brown","Mitchell Ervin,Ed Malloy,Jonathan Sterling",57.4614177978884,53.7036502660776,86.54171571702501,44.365287426011896,4.0,40.66666666666666,103.33333333333331,109.0,103.0,114.66666666666669,225,1,0.39204545454545453,20.0
493,493,2019-12-30,20:00:00,Brooklyn Nets,Minnesota Timberwolves,115,122,1,15824,MIN,BRK,"Jarrett Culver,Robert Covington,Kelan Martin,Shabazz Napier,Gorgui Dieng","Keita Bates-Diop,Jeff Teague,Naz Reid,Josh Okogie,Jordan Bell,Treveon Graham,Noah Vonleh","Joe Harris,Garrett Temple,Spencer Dinwiddie,Taurean Waller-Prince,Jarrett Allen","DeAndre Jordan,Wilson Chandler,Timothé Luwawu-Cabarrot,Rodions Kurucs,Džanan Musa,Henry Ellenson,Theo Pinson","Sean Corbin,Eric Dalen,Dedric Taylor",46.080283207090766,46.51679547365149,55.42542839105339,32.91282883782882,4.0,14.333333333333332,105.33333333333331,103.0,116.0,106.0,237,1,0.39204545454545453,20.0
494,494,2019-12-30,21:00:00,Detroit Pistons,Utah Jazz,81,104,0,18306,UTA,DET,"Bojan Bogdanović,Rudy Gobert,Donovan Mitchell,Joe Ingles,Royce O'Neale","Jordan Clarkson,Emmanuel Mudiay,Georges Niang,Tony Bradley,Juwan Morgan,Rayjon Tucker,Nigel Williams-Goss,Ed Davis","Bruce Brown,Andre Drummond,Sviatoslav Mykhailiuk,Tony Snell,Tim Frazier","Christian Wood,Derrick Rose,Langston Galloway,Thon Maker,Louis King,Sekou Doumbouya,Blake Griffin","Mark Lindsay,Matt Myers,Tom Washington",75.5089605734767,37.185801860974266,47.25958224673965,69.9801620620466,4.0,40.66666666666667,99.33333333333331,111.33333333333331,118.0,94.33333333333331,185,0,0.39204545454545453,21.0
495,495,2019-12-30,22:00:00,Phoenix Suns,Portland Trail Blazers,122,116,0,19896,POR,PHO,"Damian Lillard,CJ McCollum,Hassan Whiteside,Carmelo Anthony,Kent Bazemore","Anfernee Simons,Gary Trent,Nassir Little,Anthony Tolliver,Moses Brown,Skal Labissière,Mario Hezonja","Kelly Oubre,Devin Booker,Ricky Rubio,Aron Baynes,Dario Šarić","Mikal Bridges,Deandre Ayton,Cameron Johnson,Jevon Carter,Elie Okobo,Frank Kaminsky,Tyler Johnson,Cheick Diallo","James Capers Jr.,Evan Scott,Scott Twardoski",91.65560662803844,27.661003653556854,60.72136403299685,65.95362818270652,4.0,12.333333333333336,117.33333333333331,110.0,110.33333333333331,110.0,238,1,0.39204545454545453,22.0
496,496,2019-12-31,15:00:00,Boston Celtics,Charlotte Hornets,109,92,0,19216,CHO,BOS,"Devonte' Graham,P.J. Washington,Terry Rozier,Miles Bridges,Bismack Biyombo","Dwayne Bacon,Cody Martin,Cody Zeller,Malik Monk,Marvin Williams,Willy Hernangómez,Michael Kidd-Gilchrist,Nicolas Batum","Jayson Tatum,Gordon Hayward,Kemba Walker,Marcus Smart,Daniel Theis","Enes Kanter,Brad Wanamaker,Semi Ojeleye,Javonte Green,Grant Williams,Romeo Langford","Mark Ayotte,Ashley Moyer-Gleich,Gediminas Petraitis",68.80030759380142,50.35618125848938,84.81301248427059,26.801614065814448,5.0,25.666666666666664,109.0,100.33333333333331,99.0,112.0,201,0,0.3977272727272727,15.0
497,497,2019-12-31,15:00:00,Philadelphia 76ers,Indiana Pacers,97,115,0,17923,IND,PHI,"Domantas Sabonis,T.J. Warren,Myles Turner,Jeremy Lamb,Malcolm Brogdon","Aaron Holiday,Justin Holiday,T.J. McConnell,Doug McDermott,Goga Bitadze,T.J. Leaf,Edmond Sumner,JaKarr Sampson","Ben Simmons,Josh Richardson,Al Horford,Kyle O'Quinn,Tobias Harris","James Ennis,Shake Milton,Mike Scott,Trey Burke,Furkan Korkmaz,Norvel Pelle,Raul Neto","Tony Brown,Brian Forte,Leon Wood",77.90169982073047,49.44194207685071,65.26492165242165,43.192195294784575,6.0,20.33333333333333,105.66666666666669,118.0,110.0,103.33333333333331,212,0,0.3977272727272727,15.0
498,498,2019-12-31,17:00:00,Los Angeles Clippers,Sacramento Kings,105,87,0,16231,SAC,LAC,"Buddy Hield,Harrison Barnes,De'Aaron Fox,Richaun Holmes,Nemanja Bjelica","Bogdan Bogdanović,Trevor Ariza,Harry Giles,Cory Joseph,Justin James,Wenyen Gabriel,Yogi Ferrell,Dewayne Dedmon","Paul George,Kawhi Leonard,Landry Shamet,Ivica Zubac,Maurice Harkless","JaMychal Green,Montrezl Harrell,Derrick Walton,Rodney McGruder,Jerome Robinson,Johnathan Motley,Amir Coffey,Patrick Patterson","J.T. Orr,Derek Richardson,Kevin Scott",79.63995726495726,50.42022381478997,71.2171400346343,42.860709486591844,5.0,20.333333333333336,107.33333333333331,100.33333333333331,103.66666666666669,109.33333333333331,192,0,0.3977272727272727,17.0
499,499,2019-12-31,19:00:00,Denver Nuggets,Houston Rockets,104,130,0,18055,HOU,DEN,"James Harden,P.J. Tucker,Russell Westbrook,Danuel House,Clint Capela","Eric Gordon,Isaiah Hartenstein,Ben McLemore,Austin Rivers,Chris Clemons,Gary Clark,Tyson Chandler,Thabo Sefolosha","Will Barton,Nikola Jokić,Jamal Murray,Paul Millsap,Torrey Craig","Monte Morris,Malik Beasley,Jerami Grant,Mason Plumlee,Michael Porter,Jarred Vanderbilt,Juan Hernangómez,Vlatko Čančar","Kane Fitzgerald,Bill Kennedy,C.J. Washington",93.10456870502388,49.070646215380116,71.03351097178681,46.69672815392157,4.0,30.333333333333336,103.0,115.66666666666669,115.0,115.0,234,1,0.3977272727272727,19.0
500,500,2019-12-31,19:00:00,Golden State Warriors,San Antonio Spurs,113,117,1,18354,SAS,GSW,"LaMarcus Aldridge,DeMar DeRozan,Bryn Forbes,Dejounte Murray,Trey Lyles","Patty Mills,Derrick White,Rudy Gay,Jakob Poeltl,Marco Belinelli,Lonnie Walker,Chimezie Metu,DeMarre Carroll","Glenn Robinson,Damion Lee,Alec Burks,Draymond Green,Marquese Chriss","Ky Bowman,Eric Paschall,Jacob Evans,Omari Spellman,Alen Smailagić,D'Angelo Russell","Karl Lane,Andy Nagy,Sean Wright",69.35806130708379,55.117406031240996,45.08655571018317,60.6624325592306,6.0,22.666666666666664,118.66666666666669,120.66666666666669,117.66666666666669,110.33333333333331,230,1,0.3977272727272727,19.0
501,501,2019-12-31,19:00:00,Cleveland Cavaliers,Toronto Raptors,97,117,0,19800,TOR,CLE,"Kyle Lowry,Serge Ibaka,Fred VanVleet,Rondae Hollis-Jefferson,Patrick McCaw","OG Anunoby,Terence Davis,Chris Boucher,Oshae Brissett,Shamorie Ponds,Stanley Johnson,Malcolm Miller","Darius Garland,Tristan Thompson,Collin Sexton,Kevin Love,Cedi Osman","Kevin Porter,Larry Nance,Matthew Dellavedova,Dante Exum,John Henson,Ante Žižić,Alfonzo McKinnie,Brandon Knight","Brent Barnaky,Jenna Schroeder,Josh Tiven",65.16106895356893,31.043301862611074,73.76398305084746,29.40675666438825,5.0,25.0,104.33333333333331,105.33333333333331,111.33333333333331,102.66666666666669,214,0,0.3977272727272727,19.0
502,502,2019-12-31,20:00:00,Dallas Mavericks,Oklahoma City Thunder,101,106,0,18203,OKC,DAL,"Chris Paul,Shai Gilgeous-Alexander,Danilo Gallinari,Steven Adams,Terrance Ferguson","Dennis Schröder,Nerlens Noel,Hamidou Diallo,Darius Bazley,Abdel Nader,Deonte Burton,Mike Muscala","Luka Dončić,Maxi Kleber,Dorian Finney-Smith,Dwight Powell,Jalen Brunson","Seth Curry,Delon Wright,Justin Jackson,Boban Marjanović,Courtney Lee,J.J. Barea","Tyler Ford,John Goble,Lauren Holtkamp-Sterling",71.29610190575707,50.7166105725218,64.74026393319157,43.731134736993894,4.0,15.333333333333332,107.66666666666669,107.0,111.66666666666669,112.33333333333331,207,0,0.3977272727272727,20.0
503,503,2020-01-01,18:00:00,Orlando Magic,Washington Wizards,122,101,0,14921,WAS,ORL,"Bradley Beal,Ian Mahinmi,Isaiah Thomas,Johnathan Williams,Gary Payton","Jordan McRae,Ish Smith,Troy Brown,Anžejs Pasečņiks,Garrison Mathews,Isaac Bonga,Admiral Schofield,Justin Robinson","Evan Fournier,Nikola Vučević,Markelle Fultz,Wesley Iwundu,Jonathan Isaac","D.J. Augustin,Khem Birch,Terrence Ross,Mohamed Bamba,Amile Jefferson,Melvin Frazier,Josh Magette","Matt Boland,Jacyn Goble,Courtney Kirkland",53.37304625199362,42.5126833730282,67.64671372191864,32.548809523809524,4.0,28.66666666666667,111.33333333333331,108.0,110.0,108.33333333333331,223,1,0.4034090909090909,18.0
504,504,2020-01-01,19:30:00,Portland Trail Blazers,New York Knicks,93,117,0,19812,NYK,POR,"Marcus Morris,Julius Randle,Elfrid Payton,RJ Barrett,Taj Gibson","Mitchell Robinson,Frank Ntilikina,Bobby Portis,Kevin Knox,Reggie Bullock,Damyean Dotson,Allonzo Trier,Wayne Ellington","Damian Lillard,Hassan Whiteside,CJ McCollum,Carmelo Anthony,Kent Bazemore","Anfernee Simons,Anthony Tolliver,Gary Trent,Nassir Little,Moses Brown,Jusuf Nurkić,Mario Hezonja","John Butler,Ken Mauer,Michael Smith",67.2936030815063,58.800787193551855,91.65560662803844,21.90342789598109,6.0,27.0,112.33333333333331,111.33333333333331,116.0,106.33333333333331,210,0,0.4034090909090909,19.5
505,505,2020-01-01,20:00:00,Minnesota Timberwolves,Milwaukee Bucks,104,106,0,17819,MIL,MIN,"Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Donte DiVincenzo,Eric Bledsoe","Pat Connaughton,George Hill,Kyle Korver,Ersan İlyasova,Robin Lopez,D.J. Wilson,Thanasis Antetokounmpo,Sterling Brown","Robert Covington,Jarrett Culver,Shabazz Napier,Gorgui Dieng,Kelan Martin","Josh Okogie,Keita Bates-Diop,Naz Reid,Jaylen Nowell,Jordan Bell,Jeff Teague,Noah Vonleh,Treveon Graham","Nick Buchert,James Capers Jr.,Phenizee Ransom",86.54171571702501,44.365287426011896,46.080283207090766,50.3167954736515,4.0,16.333333333333336,97.66666666666669,111.33333333333331,107.66666666666669,104.33333333333331,210,0,0.4034090909090909,20.0
506,506,2020-01-01,22:30:00,Phoenix Suns,Los Angeles Lakers,107,117,0,18997,LAL,PHO,"LeBron James,Anthony Davis,Avery Bradley,Danny Green,JaVale McGee","Kyle Kuzma,Kentavious Caldwell-Pope,Dwight Howard,Rajon Rondo,Troy Daniels,Alex Caruso,Quinn Cook,Jared Dudley","Devin Booker,Kelly Oubre,Ricky Rubio,Aron Baynes,Dario Šarić","Deandre Ayton,Mikal Bridges,Tyler Johnson,Cameron Johnson,Elie Okobo,Cheick Diallo,Jevon Carter,Ty Jerome","Kevin Cutler,Mousa Dagher,Tom Washington",76.0387136672851,52.55147359654854,60.72136403299685,58.45362818270653,5.0,16.333333333333336,104.33333333333331,110.33333333333331,114.33333333333331,113.66666666666669,224,1,0.4034090909090909,22.5
507,507,2020-01-02,19:00:00,Charlotte Hornets,Cleveland Cavaliers,109,106,0,17859,CLE,CHO,"Collin Sexton,Darius Garland,Kevin Love,Tristan Thompson,Cedi Osman","Kevin Porter,Larry Nance,John Henson,Dante Exum,Matthew Dellavedova,Brandon Knight,Alfonzo McKinnie,Ante Žižić","Devonte' Graham,Terry Rozier,P.J. Washington,Bismack Biyombo,Miles Bridges","Dwayne Bacon,Cody Zeller,Malik Monk,Marvin Williams,Michael Kidd-Gilchrist,Willy Hernangómez,Cody Martin,Nicolas Batum","Tony Brown,Lauren Holtkamp-Sterling,Mark Lindsay",73.76398305084746,29.40675666438825,68.80030759380142,50.35618125848938,4.0,20.666666666666664,111.33333333333331,113.66666666666669,114.0,102.0,215,0,0.4090909090909091,19.0
508,508,2020-01-02,19:00:00,Denver Nuggets,Indiana Pacers,124,116,0,16688,IND,DEN,"Domantas Sabonis,T.J. Warren,Jeremy Lamb,Myles Turner,Aaron Holiday","T.J. McConnell,Justin Holiday,Doug McDermott,Goga Bitadze,JaKarr Sampson,Alize Johnson,T.J. Leaf","Jamal Murray,Gary Harris,Will Barton,Paul Millsap,Nikola Jokić","Mason Plumlee,Michael Porter,Jerami Grant,Monte Morris,Juan Hernangómez,Malik Beasley,Torrey Craig,Jarred Vanderbilt","Mark Ayotte,Curtis Blair,Brett Nansel",70.9821595908454,36.85276435801782,76.44851097178683,50.44244243963584,4.0,29.0,112.0,117.0,119.0,113.66666666666669,240,1,0.4090909090909091,19.0
509,509,2020-01-02,19:30:00,Toronto Raptors,Miami Heat,76,84,0,19939,MIA,TOR,"Kendrick Nunn,Bam Adebayo,Jimmy Butler,Meyers Leonard,Duncan Robinson","Tyler Herro,Derrick Jones,Goran Dragić,Chris Silva,Kelly Olynyk,James Johnson,Dion Waiters,Udonis Haslem","Kyle Lowry,Fred VanVleet,OG Anunoby,Serge Ibaka,Patrick McCaw","Rondae Hollis-Jefferson,Terence Davis,Chris Boucher,Stanley Johnson,Matt Thomas,Malcolm Miller,Oshae Brissett","Derrick Collins,Eric Lewis,Natalie Sago",71.48527408757823,58.97176071705121,68.66381620631621,29.836009155318365,5.0,18.666666666666664,101.33333333333331,104.66666666666669,100.33333333333331,101.33333333333331,160,0,0.4090909090909091,19.5
510,510,2020-01-02,20:00:00,Utah Jazz,Chicago Bulls,102,98,0,19398,CHI,UTA,"Zach LaVine,Wendell Carter,Tomáš Satoranský,Lauri Markkanen,Kris Dunn","Coby White,Thaddeus Young,Daniel Gafford,Shaquille Harrison,Denzel Valentine,Adam Mokoka,Luke Kornet,Ryan Arcidiacono","Donovan Mitchell,Rudy Gobert,Joe Ingles,Bojan Bogdanović,Royce O'Neale","Jordan Clarkson,Georges Niang,Emmanuel Mudiay,Tony Bradley,Rayjon Tucker,Ed Davis,Juwan Morgan","Brian Forte,James Williams,Leon Wood",57.4614177978884,53.7036502660776,75.5089605734767,36.74135741652982,6.0,33.333333333333336,102.0,105.33333333333331,104.0,108.66666666666669,200,0,0.4090909090909091,20.0
511,511,2020-01-02,20:00:00,Golden State Warriors,Minnesota Timberwolves,84,99,0,15477,MIN,GSW,"Shabazz Napier,Jarrett Culver,Robert Covington,Kelan Martin,Gorgui Dieng","Josh Okogie,Naz Reid,Keita Bates-Diop,Jordan McLaughlin,Jaylen Nowell,Jordan Bell,Jeff Teague,Noah Vonleh","Glenn Robinson,Damion Lee,Draymond Green,Marquese Chriss,Alec Burks","Ky Bowman,Eric Paschall,Jacob Evans,Omari Spellman,Alen Smailagić,D'Angelo Russell","Tony Brothers,J.B. DeRosa,Tyler Ford",46.080283207090766,53.53194698880299,45.086555710183156,60.6624325592306,3.0,21.0,97.66666666666669,103.0,112.66666666666669,103.0,183,0,0.4090909090909091,20.0
512,512,2020-01-02,20:30:00,Brooklyn Nets,Dallas Mavericks,111,123,0,20289,DAL,BRK,"Luka Dončić,Dorian Finney-Smith,Justin Jackson,Dwight Powell,J.J. Barea","Seth Curry,Maxi Kleber,Delon Wright,Boban Marjanović,Jalen Brunson,Courtney Lee,Josh Reaves","Joe Harris,Taurean Waller-Prince,Spencer Dinwiddie,DeAndre Jordan,Rodions Kurucs","Timothé Luwawu-Cabarrot,Theo Pinson,Jarrett Allen,Wilson Chandler,Džanan Musa,Henry Ellenson","Tre Maddox,Suyash Mehta,Sean Wright",60.54726243982709,47.92413623035837,46.98767551892552,31.09603625541125,5.0,19.666666666666664,106.0,109.33333333333331,117.66666666666669,108.0,234,1,0.4090909090909091,20.5
513,513,2020-01-02,20:30:00,Oklahoma City Thunder,San Antonio Spurs,109,103,0,18354,SAS,OKC,"DeMar DeRozan,LaMarcus Aldridge,Bryn Forbes,Dejounte Murray,Trey Lyles","Derrick White,Patty Mills,Lonnie Walker,Rudy Gay,Jakob Poeltl,Marco Belinelli,DeMarre Carroll,Chimezie Metu","Shai Gilgeous-Alexander,Chris Paul,Danilo Gallinari,Steven Adams,Terrance Ferguson","Dennis Schröder,Nerlens Noel,Hamidou Diallo,Darius Bazley,Abdel Nader,Deonte Burton,Mike Muscala","Brent Barnaky,Kevin Scott,Jonathan Sterling",69.35806130708379,55.117406031240996,71.29610190575707,50.7166105725218,4.0,16.333333333333336,110.33333333333331,118.66666666666669,100.66666666666669,103.66666666666669,212,0,0.4090909090909091,20.5
514,514,2020-01-02,22:00:00,Memphis Grizzlies,Sacramento Kings,123,128,0,17351,SAC,MEM,"Harrison Barnes,Richaun Holmes,Buddy Hield,De'Aaron Fox,Nemanja Bjelica","Trevor Ariza,Bogdan Bogdanović,Cory Joseph,Harry Giles,Justin James,Caleb Swanigan,Yogi Ferrell,Wenyen Gabriel","Ja Morant,Jaren Jackson,Jae Crowder,Jonas Valančiūnas,Dillon Brooks","De'Anthony Melton,Brandon Clarke,Tyus Jones,Solomon Hill,Kyle Anderson,Grayson Allen,Marko Guduric,Bruno Caboclo","Mousa Dagher,Ed Malloy,Ben Taylor",79.63995726495726,47.00944940401556,58.586653575680934,52.673847257576064,6.0,18.333333333333336,113.33333333333331,108.33333333333331,114.66666666666669,114.33333333333331,251,1,0.4090909090909091,22.0
515,515,2020-01-02,22:30:00,Detroit Pistons,Los Angeles Clippers,112,126,0,19068,LAC,DET,"Landry Shamet,Maurice Harkless,Kawhi Leonard,Ivica Zubac,Paul George","Lou Williams,Montrezl Harrell,JaMychal Green,Jerome Robinson,Rodney McGruder,Derrick Walton,Johnathan Motley,Patrick Patterson","Sviatoslav Mykhailiuk,Sekou Doumbouya,Andre Drummond,Tony Snell,Tim Frazier","Bruce Brown,Derrick Rose,Christian Wood,Langston Galloway,Thon Maker,Louis King,Blake Griffin","Ray Acosta,Kevin Cutler,John Goble",71.21714003463431,59.356863332745675,44.740525985396644,72.49921832338963,5.0,36.33333333333333,118.0,116.66666666666669,122.0,100.66666666666669,238,1,0.4090909090909091,22.5
516,516,2020-01-03,19:00:00,Atlanta Hawks,Boston Celtics,106,109,0,19156,BOS,ATL,"Gordon Hayward,Jayson Tatum,Marcus Smart,Jaylen Brown,Daniel Theis","Enes Kanter,Brad Wanamaker,Grant Williams,Tremont Waters,Romeo Langford,Javonte Green,Semi Ojeleye","Kevin Huerter,Trae Young,De'Andre Hunter,Cam Reddish,John Collins","Allen Crabbe,Alex Len,Jabari Parker,DeAndre' Bembry,Brandon Goodwin,Bruno Fernando,Vince Carter,Damian Jones","Matt Boland,Courtney Kirkland,Scott Twardoski",84.0530124842706,30.101614065814466,86.29943262979427,54.30738444740789,7.0,27.333333333333336,112.0,111.66666666666669,106.0,96.0,215,0,0.4147727272727273,19.0
517,517,2020-01-03,19:00:00,Miami Heat,Orlando Magic,85,105,0,17198,ORL,MIA,"Nikola Vučević,Markelle Fultz,Aaron Gordon,Evan Fournier,Khem Birch","D.J. Augustin,Terrence Ross,Wesley Iwundu,Mohamed Bamba,Melvin Frazier,Amile Jefferson,Josh Magette","Bam Adebayo,Jimmy Butler,Duncan Robinson,Meyers Leonard,Kendrick Nunn","Derrick Jones,Tyler Herro,Goran Dragić,Kelly Olynyk,Chris Silva,James Johnson,Dion Waiters,Udonis Haslem","Sean Corbin,Dedric Taylor,C.J. Washington",68.5671160207692,33.990476190476194,71.48527408757823,58.97176071705121,3.0,31.666666666666664,94.33333333333331,98.66666666666669,110.66666666666669,99.33333333333331,190,0,0.4147727272727273,19.0
518,518,2020-01-03,19:00:00,Portland Trail Blazers,Washington Wizards,122,103,0,17945,WAS,POR,"Gary Payton,Troy Brown,Ian Mahinmi,Johnathan Williams,Isaiah Thomas","Ish Smith,Jordan McRae,Garrison Mathews,Anžejs Pasečņiks,Admiral Schofield,Isaac Bonga,Bradley Beal,Justin Robinson,Thomas Bryant","CJ McCollum,Kent Bazemore,Damian Lillard,Hassan Whiteside,Carmelo Anthony","Gary Trent,Mario Hezonja,Anfernee Simons,Anthony Tolliver,Jaylen Hoard,Nassir Little,Jusuf Nurkić","Brandon Adair,Mark Ayotte,Marat Kogut",22.82918660287081,85.16180618004574,91.65560662803844,23.60428259683579,4.0,35.666666666666664,116.33333333333331,109.0,113.66666666666669,110.0,225,1,0.4147727272727273,19.0
519,519,2020-01-03,20:00:00,Philadelphia 76ers,Houston Rockets,108,118,0,18055,HOU,PHI,"James Harden,Clint Capela,P.J. Tucker,Russell Westbrook,Danuel House","Eric Gordon,Ben McLemore,Isaiah Hartenstein,Austin Rivers,Chris Clemons,Tyson Chandler,Gary Clark,Thabo Sefolosha","Ben Simmons,Tobias Harris,Josh Richardson,Al Horford,Joel Embiid","Furkan Korkmaz,Trey Burke,Mike Scott,Raul Neto,Zhaire Smith,Kyle O'Quinn,Shake Milton,Norvel Pelle","Mitchell Ervin,Scott Foster,Karl Lane",93.10456870502388,49.070646215380116,85.35058598808598,41.68120628379557,6.0,26.666666666666664,103.33333333333331,118.66666666666669,116.66666666666669,107.0,226,1,0.4147727272727273,20.0
520,520,2020-01-03,21:00:00,New York Knicks,Phoenix Suns,112,120,0,18055,PHO,NYK,"Kelly Oubre,Devin Booker,Deandre Ayton,Ricky Rubio,Aron Baynes","Mikal Bridges,Cameron Johnson,Elie Okobo,Cheick Diallo,Dario Šarić,Jevon Carter,Ty Jerome,Tyler Johnson","Marcus Morris,Julius Randle,Elfrid Payton,RJ Barrett,Taj Gibson","Mitchell Robinson,Bobby Portis,Reggie Bullock,Frank Ntilikina,Kevin Knox,Wayne Ellington,Damyean Dotson,Allonzo Trier","John Goble,Bill Kennedy,Derek Richardson",69.61791575713477,49.5570764585686,67.2936030815063,58.800787193551855,4.0,21.0,121.33333333333331,118.66666666666669,100.66666666666669,104.33333333333331,232,1,0.4147727272727273,21.0
